No,comment_link,Is the repository a software project?,Does the source code comment relate to vulnerability?,What purpose does the vulnerability keyword in code comment serve?,Is the vulnerability-related code source code or test code?,Where is the actual vulnerability with relation to the comment?,,,,,,,,,,,,,,,,,,,
122,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/local/44516.py#L3,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
123,https://github.com/linux-test-project/ltp/blob/06994ec6b207412cf1189dccd87ccda9b889f7cb/testcases/network/packet/fanout01.c#L1,Yes,Yes,Workaround,Test code,Multiple,,,,,,,,,,,,,,,,,,,
124,https://github.com/Mirantis/mos-integration-tests/blob/8aced2855b78b5f123195d188c80e27b43888a2e/mos_tests/nova/nova_test.py#L1068,Yes,Yes,Workaround,Test code,Multiple,,,,,,,,,,,,,,,,,,,
125,https://github.com/rapid7/metasploit-framework/blob/8ceefce8bf2bbbd74cbca678226e448bc2785575/data/exploits/cve-2018-18955/subuid_shell.c#L1,Yes,Yes,Origin,Source code,Multiple,,,,,,,,,,,,,,,,,,,
126,https://github.com/ssato/rpmkit/blob/d5c9d9e62e434467dd7308cc358b8a2d593a2a9c/rpmkit/swapi.py#L711,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
127,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/java/remote/41366.java#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
128,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/local/42777.py#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
129,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/linux/dos/7405.c#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
130,https://github.com/michaellukashov/Far-NetBox/blob/dbb8ff284b2656f005ff96a787fabdba388fc4ce/libs/openssl/crypto/x509/verify_extra_test.c#L104,Yes,Yes,Warning,Source code,Multiple,,,,,,,,,,,,,,,,,,,
131,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/multiple/webapps/39822.rb#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
132,https://github.com/LibreOffice/core/blob/cab700c69edc4a0b66a60e80b2852380217163cd/vcl/source/filter/igif/gifread.cxx#L190,Yes,Yes,Source code context,Source code,Multiple,,,,,,,,,,,,,,,,,,,
133,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/linux/webapps/44843.py#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
134,https://github.com/moodle/moodle/blob/bef0fe2000e332402c572b6fe9d0e20b5b31133a/lib/phpmailer/src/PHPMailer.php#L1626,Yes,Yes,Warning,Source code,Single,,,,,,,,,,,,,,,,,,,
135,https://github.com/multitheftauto/mtasa-blue/blob/01a178426c1c2e7fafb0945cc34be87e986532dc/vendor/cryptopp/trap.h#L36,Yes,No,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
136,https://github.com/rapid7/metasploit-framework/blob/8ceefce8bf2bbbd74cbca678226e448bc2785575/modules/auxiliary/gather/advantech_webaccess_creds.rb#L21,Yes,No,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
137,https://github.com/sambler/myblender/blob/f427cdf90e02acd343b6f130363679638cd9103b/source/blender/blenloader/intern/undofile.c#L165,Yes,Yes,Workaround,Source code,Single,,,,,,,,,,,,,,,,,,,
138,https://github.com/bitcoin/bitcoin/blob/d1c2ed8dd768fae8ba63b55f316a47b66e5b74f0/src/consensus/merkle.cpp#L9,Yes,Yes,Warning,Source code,Multiple,,,,,,,,,,,,,,,,,,,
139,https://github.com/theforeman/foreman/blob/28864984a220b2591b62d9607345c13456f62147/config/application.rb#L202,Yes,Yes,Workaround,Source code,Single,,,,,,,,,,,,,,,,,,,
140,https://github.com/linux-test-project/ltp/blob/06994ec6b207412cf1189dccd87ccda9b889f7cb/testcases/kernel/crypto/af_alg02.c#L6,Yes,Yes,Workaround,Test code,Multiple,,,,,,,,,,,,,,,,,,,
141,https://github.com/openstreetmap/josm/blob/c8b9f483115706d257c401d20d07f252ebf889f8/src/org/openstreetmap/josm/tools/ImageProvider.java#L1679,Yes,Yes,Workaround,Source code,Single,,,,,,,,,,,,,,,,,,,
142,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/linux/local/44299.c#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
143,https://github.com/albalenys/DevAdventures/blob/243baafaccf3b3411f138202252167c316acae08/vendor/bundle/ruby/2.2.0/gems/loofah-2.2.2/test/integration/test_ad_hoc.rb#L192,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
144,https://github.com/raspberrypi/linux/blob/6dabe04c82943c34fb5bcadc9cc2ee7b6b4a145b/arch/x86/kernel/cpu/amd.c#L685,Yes,Yes,Source code context,Source code,Single,,,,,,,,,,,,,,,,,,,
145,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows_x86/local/44472.py#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
146,https://github.com/keitee/kb/blob/3ee9bc7e51a2c4d855c1b2f33a890c19f53078f4/code-cxx/cpp_challenge/The-Modern-Cpp-Challenge/libs/cryptopp/secblock.h#L462,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
147,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/hardware/webapps/42732.py#L3,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
148,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/linux/remote/33554.py#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
149,https://github.com/raspberrypi/linux/blob/6dabe04c82943c34fb5bcadc9cc2ee7b6b4a145b/tools/testing/selftests/x86/sigreturn.c#L783,Yes,Yes,Workaround,Test code,Multiple,,,,,,,,,,,,,,,,,,,
150,https://github.com/zendframework/zend-mail/blob/ece418b37aaf8a98c991d7f0c198408043a2172d/test/MessageTest.php#L857,Yes,Yes,see/see-also,Test code,Multiple,,,,,,,,,,,,,,,,,,,
151,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/local/35953.c#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
152,https://github.com/keitee/kb/blob/3ee9bc7e51a2c4d855c1b2f33a890c19f53078f4/code-cxx/cpp_challenge/The-Modern-Cpp-Challenge/libs/cryptopp/rw.cpp#L202,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
153,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/multiple/webapps/46585.py#L21,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
154,https://github.com/buffer/thug/blob/15598c73400f607bb6abf3b29fa7d64134c58a39/thug/ActiveX/modules/NessusScanCtrl.py#L1,Yes,No,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
155,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/php/webapps/15856.php#L2,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
156,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/cgi/remote/38849.rb#L55,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
157,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/linux/dos/40806.py#L3,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
158,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/multiple/dos/41192.c#L24,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
159,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/hardware/dos/27775.py#L3,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
160,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/remote/22351.py#L3,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
161,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/hardware/remote/31033.py#L7,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
162,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/linux/remote/36884.py#L13,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
163,https://github.com/buffer/thug/blob/15598c73400f607bb6abf3b29fa7d64134c58a39/thug/ActiveX/modules/WebViewFolderIcon.py#L1,Yes,No,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
164,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/osx/dos/12375.c#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
165,https://github.com/ronin-ruby/ronin-exploits/blob/dd25c368ade8d95cdeb5ba2844d4d8d1c4c70a2b/lib/ronin/advisory.rb#L123,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
166,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/php/webapps/39524.js#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
167,https://github.com/rockchip-linux/kernel/blob/27f039b43ada8d0301867505ce9a91d8b5c604bc/drivers/net/wireless/rockchip_wlan/cywdhd/bcmdhd/wl_cfg80211.c#L6253,Yes,Yes,Workaround,Source code,Multiple,,,,,,,,,,,,,,,,,,,
168,https://github.com/buffer/thug/blob/15598c73400f607bb6abf3b29fa7d64134c58a39/thug/ActiveX/modules/CGAgent.py#L1,Yes,No,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
169,https://github.com/Distrotech/gnutls/blob/0824aee24b7978193ad7b57049eaaee1183a819b/tests/cve-2009-1416.c#L27,Yes,Yes,Workaround,Test code,Multiple,,,,,,,,,,,,,,,,,,,
170,https://github.com/Karlson2k/libmicrohttpd/blob/78a903946d707cab78c5eb996312deccb3f68c82/src/testcurl/https/test_tls_extensions.c#L281,Yes,Yes,Workaround,Source code,Multiple,,,,,,,,,,,,,,,,,,,
171,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/php/webapps/46710.py#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
172,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/bsd/remote/35427.py#L11,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
173,https://github.com/cuckoosandbox/cuckoo/blob/ff3e75646d683f35b61c5927d6fb62fb72e59fd4/cuckoo/common/virustotal.py#L186,Yes,No,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
174,https://github.com/rapid7/metasploit-framework/blob/8ceefce8bf2bbbd74cbca678226e448bc2785575/modules/exploits/multi/browser/firefox_proto_crmfrequest.rb#L39,Yes,No,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
175,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/multiple/remote/43385.py#L6,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
176,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/linux/dos/16270.c#L9,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
177,https://github.com/liferay/liferay-portal/blob/1d78604cf7f204b177b96b03b7747fb06aad8bb7/modules/third-party/org-apache-axis/src/main/java/org/apache/axis/components/net/JSSESocketFactory.java#L217,Yes,Yes,Workaround,Source code,Multiple,,,,,,,,,,,,,,,,,,,
178,https://github.com/apache/httpd/blob/7629677ce75443110d1ffc54f158fd285ae7047c/include/http_protocol.h#L578,Yes,Yes,see/see-also,Source code,Single,,,,,,,,,,,,,,,,,,,
179,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/linux_x86-64/local/26131.c#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
180,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/dos/41475.py#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
181,https://github.com/tomato42/tlsfuzzer/blob/9cc886e477ac340033e0c265b66c886363c9145e/scripts/test-ssl-death-alert.py#L1,Yes,Yes,Warning,Source code,Multiple,,,,,,,,,,,,,,,,,,,
182,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/hardware/webapps/46092.py#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
183,https://github.com/krb5/krb5/blob/5ccfbaf2f0c8871d2f0ea87ad4b21cc33392ca2c/src/tests/t_kdb.py#L303,Yes,Yes,Warning,Test code,Single,,,,,,,,,,,,,,,,,,,
184,https://github.com/krb5/krb5/blob/5ccfbaf2f0c8871d2f0ea87ad4b21cc33392ca2c/src/tests/t_cve-2013-1416.py#L5,Yes,No,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
185,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/xml/webapps/43103.py#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
186,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/hardware/webapps/41863.php#L3,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
187,https://github.com/linux-test-project/ltp/blob/06994ec6b207412cf1189dccd87ccda9b889f7cb/testcases/cve/cve-2017-17053.c#L17,Yes,Yes,Warning,Test code,Multiple,,,,,,,,,,,,,,,,,,,
188,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/dos/8798.rb#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
189,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/multiple/remote/33081.cpp#L20,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
190,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows_x86/local/39446.py#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
191,https://github.com/sandstorm-io/sandstorm/blob/cddbe90f6edd23ff2c68665dc7eaa0661d6c5ec3/src/sandstorm/supervisor.c++#L1140,Yes,Yes,Workaround,Source code,Single,,,,,,,,,,,,,,,,,,,
192,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/multiple/local/7550.c#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
193,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/multiple/remote/45748.py#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
194,https://github.com/cloudera/hue/blob/9f064b7ce49f550b7a1faba9567491db17bd5cec/desktop/core/ext-py/pycrypto-2.6.1/lib/Crypto/SelfTest/Random/test__UserFriendlyRNG.py#L127,Yes,Yes,Workaround,Test code,Multiple,,,,,,,,,,,,,,,,,,,
195,https://github.com/Supervisor/supervisor/blob/6bd04b6abb722c6b1de5b8b1c9231142480d05d6/supervisor/xmlrpc.py#L450,Yes,Yes,Warning,Source code,Single,,,,,,,,,,,,,,,,,,,
196,https://github.com/nabla-c0d3/sslyze/blob/06ee7bee5d1a28866f43f98d730f9d1144985d3d/sslyze/plugins/openssl_ccs_injection_plugin.py#L22,Yes,Yes,Workaround,Source code,Multiple,,,,,,,,,,,,,,,,,,,
197,https://github.com/groonga/groonga/blob/3949545ff4eebfe6ebccb754662a9a90829f60c9/vendor/nginx-1.15.8/src/event/ngx_event_openssl.c#L1400,Yes,Yes,Workaround,Source code,Single,,,,,,,,,,,,,,,,,,,
198,https://github.com/buffer/thug/blob/15598c73400f607bb6abf3b29fa7d64134c58a39/thug/ActiveX/modules/StormConfig.py#L1,Yes,No,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
199,https://github.com/raspberrypi/linux/blob/6dabe04c82943c34fb5bcadc9cc2ee7b6b4a145b/tools/testing/selftests/x86/sigreturn.c#L844,Yes,Yes,Warning,Test code,Single,,,,,,,,,,,,,,,,,,,
200,https://github.com/krb5/krb5/blob/5ccfbaf2f0c8871d2f0ea87ad4b21cc33392ca2c/src/tests/t_kdb.py#L236,Yes,Yes,Workaround,Test code,Single,,,,,,,,,,,,,,,,,,,
201,https://github.com/rapid7/metasploit-framework/blob/8ceefce8bf2bbbd74cbca678226e448bc2785575/external/source/exploits/IE11SandboxEscapes/CVE-2013-5045/stdafx.cpp#L1,Yes,No,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
202,https://github.com/richzw/CodeHome/blob/87aea42932a922b70c4f5b5064e0bb35188c3e26/Python/Heat-bleeding.py#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
203,https://github.com/wesnoth/wesnoth/blob/b023b818c742cee0bc75460235c9d1088c0b495d/src/scripting/lua_kernel_base.cpp#L133,Yes,Yes,Workaround,Source code,Multiple,,,,,,,,,,,,,,,,,,,
204,https://github.com/statedecoded/statedecoded/blob/782cdb5d77e17047f05c551749a6e7cb50a9de2f/includes/functions.inc.php#L60,Yes,Yes,Workaround,Source code,Multiple,,,,,,,,,,,,,,,,,,,
205,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/dos/8024.py#L5,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
206,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/dos/18956.c#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
207,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/linux/webapps/41414.rb#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
208,https://github.com/rapid7/metasploit-framework/blob/8ceefce8bf2bbbd74cbca678226e448bc2785575/modules/auxiliary/admin/cisco/cisco_asa_extrabacon.rb#L54,Yes,No,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
209,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/hardware/webapps/44956.py#L40,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
210,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/multiple/webapps/43003.py#L3,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
211,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/local/41015.c#L23,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
212,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/php/webapps/40986.py#L132,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
213,https://github.com/ola-ct/Qt-SESAM/blob/73213f242f1ba50e21e4f4ce7a7fb035be4d0899/libSESAM/3rdparty/cryptopp/rw.cpp#L200,Yes,Yes,Workaround,Source code,Multiple,,,,,,,,,,,,,,,,,,,
214,https://github.com/rapid7/metasploit-framework/blob/8ceefce8bf2bbbd74cbca678226e448bc2785575/modules/encoders/x86/avoid_underscore_tolower.rb#L37,Yes,No,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
215,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/remote/31853.py#L4,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
216,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/remote/14287.cpp#L9,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
217,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/linux/webapps/45933.py#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
218,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/remote/44648.rb#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
219,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/local/35994.c#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
220,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/local/43134.c#L3,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
221,https://github.com/keitee/kb/blob/3ee9bc7e51a2c4d855c1b2f33a890c19f53078f4/code-cxx/cpp_challenge/The-Modern-Cpp-Challenge/libs/cryptopp/trap.h#L34,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
222,https://github.com/presidentbeef/brakeman/blob/9b1b1d7edfdcdf6cb310a89ca55398df1cae5007/test/tests/cves.rb#L201,Yes,No,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
223,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/php/dos/18305.py#L3,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
224,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/hardware/remote/44446.py#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
225,https://github.com/CTSRD-TESLA/TESLA/blob/77d80afab1d3ed32403c9581847c0f927912ae08/demos/openssl-api/openssl-api.c#L178,Yes,Yes,Warning,Source code,Multiple,,,,,,,,,,,,,,,,,,,
226,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/php/webapps/40185.py#L3,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
227,https://github.com/krb5/krb5/blob/5ccfbaf2f0c8871d2f0ea87ad4b21cc33392ca2c/src/tests/t_cve-2013-1417.py#L5,Yes,No,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
228,https://github.com/openSUSE/libsolv/blob/3100fcf52d161445a71c4738e8e9d387f3dbeae3/ext/repo_updateinfoxml.c#L23,Yes,Yes,Workaround,Source code,Multiple,,,,,,,,,,,,,,,,,,,
229,https://github.com/yuxans/haproxy/blob/03dd029a5b84bb4de13c8c61af22555d294f64b2/include/types/connection.h#L243,404,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
230,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/php/webapps/8268.php#L3,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
231,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/dos/44610.c#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
232,https://github.com/linux-test-project/ltp/blob/06994ec6b207412cf1189dccd87ccda9b889f7cb/testcases/kernel/syscalls/ipc/shmat/shmat03.c#L18,Yes,Yes,Warning,Test code,Multiple,,,,,,,,,,,,,,,,,,,
233,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows_x86/local/45505.py#L68,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
234,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/aspx/webapps/43874.py#L21,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
235,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/remote/36420.rb#L67,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
236,https://github.com/rapid7/metasploit-framework/blob/8ceefce8bf2bbbd74cbca678226e448bc2785575/external/source/exploits/CVE-2016-4655/exploit32.c#L992,Yes,Yes,Keyword-only,Source code,Multiple,,,,,,,,,,,,,,,,,,,
237,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/linux/remote/42060.py#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
238,https://github.com/Fantu/Xen/blob/ebd92a96de7adfc15c63fa7f263ad20f40b434e1/tools/libxc/include/xc_dom.h#L234,Yes,Yes,see/see-also,Source code,Multiple,,,,,,,,,,,,,,,,,,,
239,https://github.com/linux-test-project/ltp/blob/06994ec6b207412cf1189dccd87ccda9b889f7cb/testcases/cve/cve-2016-7117.c#L17,Yes,Yes,Source code context,Test code,Multiple,,,,,,,,,,,,,,,,,,,
240,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/local/44470.py#L1,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
241,https://github.com/rapid7/metasploit-framework/blob/8ceefce8bf2bbbd74cbca678226e448bc2785575/external/source/exploits/CVE-2010-0232/kitrap0d_payload/kitrap0d.c#L297,Yes,Yes,Workaround,Source code,Multiple,,,,,,,,,,,,,,,,,,,
242,https://github.com/offensive-security/exploit-database/blob/ab955a9b5d382ebef8351a0a7fd80edcf03870b4/exploits/windows/local/42974.py#L8,No,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,
243,https://github.com/ColinIanKing/autotest-client-tests/blob/359da2063789c2bf61c23a49d48b4a8d1de21313/aio_dio_bugs/src/aio-cve-2016-10044.c#L1,Yes,Yes,Origin,Source code,Multiple,,,,,,,,,,,,,,,,,,,
